+-------+-----+------+-----+-----+-----+--------+--------------------+-------+-------+---------+-------+-------+-------+-------+--------+-------------+-------------+---------------+-------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |        URI         |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV |  MIN(BODY)  |  MAX(BODY)  |   SUM(BODY)   |  AVG(BODY)  |
+-------+-----+------+-----+-----+-----+--------+--------------------+-------+-------+---------+-------+-------+-------+-------+--------+-------------+-------------+---------------+-------------+
| 1260  | 0   | 1260 | 0   | 0   | 0   | GET    | /                  | 0.037 | 0.321 | 218.655 | 0.174 | 0.219 | 0.238 | 0.282 | 0.036  | 2664.000    | 6047.000    | 3903662.000   | 3098.144    |
| 1901  | 0   | 1901 | 0   | 0   | 0   | GET    | /posts/*           | 0.002 | 0.412 | 122.905 | 0.065 | 0.260 | 0.305 | 0.346 | 0.089  | 719.000     | 5782.000    | 3425333.000   | 1801.858    |
| 273   | 0   | 273  | 0   | 0   | 0   | GET    | /@                 | 0.040 | 0.352 | 51.097  | 0.187 | 0.244 | 0.267 | 0.312 | 0.046  | 1598.000    | 5313.000    | 891343.000    | 3264.993    |
| 924   | 0   | 0    | 924 | 0   | 0   | POST   | /login             | 0.001 | 0.103 | 25.092  | 0.027 | 0.044 | 0.049 | 0.060 | 0.014  | 0.000       | 0.000       | 0.000         | 0.000       |
| 240   | 0   | 0    | 120 | 120 | 0   | POST   | /                  | 0.001 | 0.120 | 6.273   | 0.026 | 0.072 | 0.081 | 0.101 | 0.026  | 0.000       | 0.000       | 0.000         | 0.000       |
| 139   | 0   | 0    | 139 | 0   | 0   | POST   | /register          | 0.013 | 0.110 | 5.631   | 0.041 | 0.059 | 0.065 | 0.078 | 0.014  | 0.000       | 0.000       | 0.000         | 0.000       |
| 2154  | 0   | 2154 | 0   | 0   | 0   | GET    | /favicon.ico       | 0.000 | 0.029 | 4.795   | 0.002 | 0.005 | 0.008 | 0.015 | 0.003  | 43.000      | 43.000      | 92622.000     | 43.000      |
| 2154  | 0   | 2154 | 0   | 0   | 0   | GET    | /css/style.css     | 0.000 | 0.029 | 4.612   | 0.002 | 0.005 | 0.008 | 0.015 | 0.003  | 1549.000    | 1549.000    | 3336546.000   | 1549.000    |
| 2154  | 0   | 2154 | 0   | 0   | 0   | GET    | /js/main.js        | 0.000 | 0.039 | 4.473   | 0.002 | 0.005 | 0.007 | 0.014 | 0.003  | 1824.000    | 1824.000    | 3928896.000   | 1824.000    |
| 2154  | 0   | 2154 | 0   | 0   | 0   | GET    | /js/timeago.min.js | 0.001 | 0.020 | 4.255   | 0.002 | 0.005 | 0.007 | 0.013 | 0.003  | 1915.000    | 1915.000    | 4124910.000   | 1915.000    |
| 134   | 0   | 0    | 134 | 0   | 0   | POST   | /comment           | 0.006 | 0.055 | 2.236   | 0.017 | 0.030 | 0.038 | 0.052 | 0.009  | 0.000       | 0.000       | 0.000         | 0.000       |
| 115   | 0   | 115  | 0   | 0   | 0   | GET    | /image/10262.png   | 0.001 | 0.038 | 1.156   | 0.010 | 0.019 | 0.029 | 0.035 | 0.007  | 907971.000  | 908857.000  | 104502321.000 | 908715.835  |
| 114   | 0   | 114  | 0   | 0   | 0   | GET    | /image/10223.png   | 0.001 | 0.045 | 1.146   | 0.010 | 0.020 | 0.025 | 0.035 | 0.007  | 917165.000  | 918067.000  | 104645331.000 | 917941.500  |
| 105   | 0   | 105  | 0   | 0   | 0   | GET    | /image/10247.png   | 0.001 | 0.044 | 1.107   | 0.011 | 0.023 | 0.029 | 0.039 | 0.008  | 803966.000  | 804731.000  | 84486570.000  | 804634.000  |
